"Name","State","Notes","User","Tags","Created","Runtime","Sweep","model_name","accelerator","auto_lr_find","auto_scale_batch_size","batch_size","censor_level","censored","check_val_every_n_epoch","cluster","covariates","dataloader","detect_anomaly","devices","enable_checkpointing","enable_model_summary","enable_progress_bar","fast_dev_run","feat_max_val","forecast_lead","hidden_dim","inference_mode","input_dim","learning_rate","log_every_n_steps","logger","loss","loss_fn","max_epochs","max_steps","move_metrics_to_cpu","multiple_stations","multiple_trainloader_mode","no_self_loops","node_features","num_layers","num_nodes","num_sanity_val_steps","output_dim","overfit_batches","precision","pretrained","reload_dataloaders_every_n_epochs","replace_sampler_ddp","sequence_length","sync_batchnorm","test_end","track_grad_norm","train_end","train_start","val_end","weight_decay","censor_dyanmic","censor_dynamic","forecast_horizon","mode","save_predictions","use_activation","adjecency_threshold","use_dropout","print_cluster_loss","epoch","test_loss","test_loss_true","test_mae","test_mse","test_rmse","train_loss","train_loss_true","train_mae","train_mse","train_rmse","trainer/global_step","val_loss","val_loss_true","val_mae","val_mse","val_rmse","test_loss_0","test_loss_1","test_loss_2","test_loss_3","test_loss_4","test_loss_5","test_loss_6","test_loss_7","BRYANT_test_loss","BRYANT_test_loss_true","BRYANT_test_mae","BRYANT_test_mse","BRYANT_test_rmse","BRYANT_val_loss","BRYANT_val_loss_true","BRYANT_val_mae","BRYANT_val_mse","BRYANT_val_rmse","CAMBRIDGE_test_loss","CAMBRIDGE_test_loss_true","CAMBRIDGE_test_mae","CAMBRIDGE_test_mse","CAMBRIDGE_test_rmse","CAMBRIDGE_val_loss","CAMBRIDGE_val_loss_true","CAMBRIDGE_val_mae","CAMBRIDGE_val_mse","CAMBRIDGE_val_rmse","HAMILTON_test_loss","HAMILTON_test_loss_true","HAMILTON_test_mae","HAMILTON_test_mse","HAMILTON_test_rmse","HAMILTON_val_loss","HAMILTON_val_loss_true","HAMILTON_val_mae","HAMILTON_val_mse","HAMILTON_val_rmse","HIGH_test_loss","HIGH_test_loss_true","HIGH_test_mae","HIGH_test_mse","HIGH_test_rmse","HIGH_val_loss","HIGH_val_loss_true","HIGH_val_mae","HIGH_val_mse","HIGH_val_rmse","MPL_test_loss","MPL_test_loss_true","MPL_test_mae","MPL_test_mse","MPL_test_rmse","MPL_val_loss","MPL_val_loss_true","MPL_val_mae","MPL_val_mse","MPL_val_rmse","RINCONADA_test_loss","RINCONADA_test_loss_true","RINCONADA_test_mae","RINCONADA_test_mse","RINCONADA_test_rmse","RINCONADA_val_loss","RINCONADA_val_loss_true","RINCONADA_val_mae","RINCONADA_val_mse","RINCONADA_val_rmse","TED_test_loss","TED_test_loss_true","TED_test_mae","TED_test_mse","TED_test_rmse","TED_val_loss","TED_val_loss_true","TED_val_mae","TED_val_mse","TED_val_rmse","WEBSTER_test_loss","WEBSTER_test_loss_true","WEBSTER_test_mae","WEBSTER_test_mse","WEBSTER_test_rmse","WEBSTER_val_loss","WEBSTER_val_loss_true","WEBSTER_val_mae","WEBSTER_val_mse","WEBSTER_val_rmse"
"icy-valley-3307","finished","-","jujusi","","2023-06-10T20:29:23.000Z","291","","GRU","gpu","false","false","51","3","false","1","WEBSTER","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.26250866055488586","0.26250866055488586","0.34619373083114624","0.24276569485664368","0.4861404299736023","0.17246824502944946","0.17246824502944946","0.25865718722343445","0.1754305064678192","0.4111619293689728","11880","0.2370025664567947","0.2370025664567947","0.3423003554344177","0.22838832437992096","0.4728377163410187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"olive-blaze-3305","finished","-","jujusi","","2023-06-10T20:24:17.000Z","289","","GRU","gpu","false","false","51","3","false","1","HIGH","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.26987186074256897","0.26987186074256897","0.3881871700286865","0.29437631368637085","0.5381761193275452","0.2153470665216446","0.2153470665216446","0.2901449501514435","0.2166184037923813","0.4568631947040558","11880","0.2562428414821625","0.2562428414821625","0.3616285026073456","0.2586204707622528","0.5032404661178589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ethereal-glade-3303","finished","-","jujusi","","2023-06-10T20:19:08.000Z","292","","GRU","gpu","false","false","51","3","false","1","TED","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.3683445155620575","0.3683445155620575","0.29265761375427246","0.2339901328086853","0.47571831941604614","0.5657080411911011","0.5657080411911011","0.2507721483707428","0.16777977347373962","0.4023817181587219","11880","0.3374580442905426","0.3374580442905426","0.2704247832298279","0.2096656858921051","0.4500324726104736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fearless-moon-3300","finished","-","jujusi","","2023-06-10T20:14:00.000Z","291","","GRU","gpu","false","false","51","3","false","1","HAMILTON","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.602417528629303","0.602417528629303","0.31228843331336975","0.1745564192533493","0.4142910242080689","0.61469966173172","0.61469966173172","0.22891594469547272","0.13969570398330688","0.3668456077575683","11880","0.5951577425003052","0.5951577425003052","0.3134908378124237","0.17671337723731995","0.4165180027484894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"feasible-dust-3298","finished","-","jujusi","","2023-06-10T20:08:51.000Z","293","","GRU","gpu","false","false","51","3","false","1","RINCONADA","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.6106491684913635","0.6106491684913635","0.29282346367836","0.18075479567050937","0.420090526342392","0.6275540590286255","0.6275540590286255","0.22379927337169647","0.14220499992370603","0.37073415517807007","11880","0.6413297057151794","0.6413297057151794","0.28600266575813293","0.16869518160820007","0.40398108959198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"happy-cloud-3295","finished","-","jujusi","","2023-06-10T20:03:44.000Z","291","","GRU","gpu","false","false","51","3","false","1","CAMBRIDGE","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.33125221729278564","0.33125221729278564","0.39314988255500793","0.2765698730945587","0.51966392993927","0.3167406916618347","0.3167406916618347","0.3182882070541382","0.2428084909915924","0.48541459441185","11880","0.3353719711303711","0.3353719711303711","0.3756448030471802","0.27470162510871887","0.5184027552604675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"super-sound-3293","finished","-","jujusi","","2023-06-10T19:58:36.000Z","291","","GRU","gpu","false","false","51","3","false","1","MPL","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.5224036574363708","0.5224036574363708","0.3495194613933563","0.2641891539096832","0.5092635750770569","0.37624022364616394","0.37624022364616394","0.3325115144252777","0.24850790202617645","0.49203160405159","11880","0.53439861536026","0.53439861536026","0.34243249893188477","0.24769319593906405","0.4926513135433197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"comfy-sunset-3290","finished","-","jujusi","","2023-06-10T19:53:29.000Z","291","","GRU","gpu","false","false","51","3","false","1","BRYANT","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.2143692672252655","0.2143692672252655","0.32572174072265625","0.22404493391513824","0.46801820397377014","0.285149484872818","0.285149484872818","0.29035380482673645","0.2119507193565369","0.45247882604599","11880","0.2079530656337738","0.2079530656337738","0.31950196623802185","0.20903228223323825","0.45205992460250854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"earnest-vortex-3287","finished","-","jujusi","","2023-06-10T19:48:23.000Z","289","","GRU","gpu","false","false","51","3","false","1","WEBSTER","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.2623954117298126","0.2623954117298126","0.3346639573574066","0.23503904044628143","0.4771040976047516","0.17243486642837524","0.17243486642837524","0.25654831528663635","0.1744454801082611","0.4089058339595794","11880","0.23483680188655853","0.23483680188655853","0.3267657160758972","0.21686236560344696","0.45983362197875977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cerulean-haze-3286","finished","-","jujusi","","2023-06-10T19:43:17.000Z","289","","GRU","gpu","false","false","51","3","false","1","HIGH","true","EVChargersDataset","false","1","true","true","true","false","","1","238","true","8","0.00070386","50","true","PNLL","","20","-1","false","false","max_size_cycle","","","1","1","2","","0","32","","0","true","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.00268538443015154","","false","1","train","false","","","","","20","0.2693045437335968","0.2693045437335968","0.3842978775501251","0.2931545376777649","0.5368474721908569","0.2158416658639908","0.2158416658639908","0.2946452498435974","0.2193111628293991","0.4602009654045105","11880","0.25811973214149475","0.25811973214149475","0.3697166442871094","0.2656615674495697","0.5106641054153442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
